family,variant,epoch,grad_norm_enc,grad_norm_dec,kl_loss,recon_loss
Gaussian,standard,1,12.481837388575839,16.550887350536062,45.69669835761075,-192.79880621244232
Gaussian,standard,2,24.230608525483504,13.578726907520343,56.95337912615608,-133.3986425277827
Gaussian,standard,3,33.19136928475422,13.466016640138749,60.77394324495359,-105.35503245985417
Gaussian,standard,4,37.351915081443686,13.822348356856715,60.20903827833093,-90.7523507901165
Gaussian,standard,5,41.19453753107954,14.473871587182554,58.059922913456205,-82.10767104009838
Gaussian,standard,6,44.05515281989447,15.259446672161522,56.34138998534063,-76.64331548354205
Gaussian,standard,7,45.69067928187378,15.889254877329483,54.71982077381495,-72.97514438385244
Gaussian,standard,8,48.86260002653312,16.739626413720952,53.205620333971574,-70.66030020360142
Gaussian,standard,9,48.25172756273118,17.14178383136954,51.947553712693626,-68.8939495428139
Gaussian,standard,10,49.75008611118092,17.730440570265436,51.152062418515726,-67.57763951879633
Gaussian,standard,11,50.522682511897955,18.329666585263695,50.322542146648594,-66.70760441558136
Gaussian,standard,12,50.63914969754036,18.763212882039493,49.425031530277806,-66.05443565680852
Gaussian,standard,13,53.096619442600726,19.604255492120142,48.5280789670432,-65.70548791714641
Gaussian,standard,14,52.33447617825949,19.903608841664347,47.66181597990148,-65.28485440110306
Gaussian,standard,15,52.613467594546734,20.428415971643783,46.91069835165273,-65.03852601795245
Gaussian,standard,16,53.3305741624759,20.92050965789639,46.2223563913799,-64.7849650322019
Gaussian,standard,17,54.419562405637464,21.495294675802636,45.54183591662161,-64.66711866764156
Gaussian,standard,18,54.67888044762184,21.927513329879098,44.81129791669529,-64.59023508818254
Gaussian,standard,19,54.856540957985025,22.299215416774114,44.09723368691056,-64.53088213049847
Gaussian,standard,20,54.288061620024465,22.66853362763934,43.37859682048983,-64.52474014594426
Gaussian,standard,21,55.486861055769275,23.135603185200022,42.70599383771267,-64.62669574513154
Gaussian,standard,22,55.51154121535514,23.6192442218361,42.02223835820737,-64.68545593690995
Gaussian,standard,23,55.786125709943455,23.892332755086368,41.37264734643804,-64.76531370216624
Gaussian,standard,24,56.838669925699456,24.490085955471027,40.76733782346291,-64.9442317943134
Gaussian,standard,25,55.802488053851114,24.5198618286406,40.16114300291252,-64.99253018859707
Gaussian,standard,26,56.35374424341695,25.016335360534356,39.56023924551961,-65.22487628673349
Gaussian,standard,27,56.724643068240425,25.416415707229653,38.96750430621759,-65.42452050230997
Gaussian,standard,28,56.41823139824831,25.52158250101387,38.426582399841465,-65.55205172955837
Gaussian,standard,29,57.813387258583326,26.072174528370734,37.85872004282139,-65.81534010065181
Gaussian,standard,30,56.67078382096937,26.185631615426534,37.34674879108243,-65.96290652770216
Gaussian,standard,31,57.8416925513226,26.615190976720942,36.85729544363973,-66.2346401458506
Gaussian,standard,32,57.441983766872866,26.822698215084614,36.3564106143649,-66.42317946548657
Gaussian,standard,33,58.12947259107819,27.17864138512965,35.83319546926357,-66.65085068627087
Gaussian,standard,34,59.52757518309766,27.588683591779237,35.38518060259807,-66.94272888651894
Gaussian,standard,35,58.697337187159704,27.675638701299878,34.878447744852444,-67.16114078336359
Gaussian,standard,36,58.94936945981077,27.90374064384519,34.421454875975314,-67.40583081257617
Gaussian,standard,37,59.18571324360645,28.150520285681996,33.98156242419387,-67.67474707191252
Gaussian,standard,38,59.93359534514835,28.460538369005597,33.559314293629676,-67.93900204436554
Gaussian,standard,39,59.87296448339282,28.51811291921474,33.12019079847409,-68.12147279041807
Gaussian,standard,40,59.82792148931557,28.77590486033798,32.69615338464527,-68.504276134169
Gaussian,standard,41,60.68762659721667,29.14647614559554,32.2899498707803,-68.72823068369989
Gaussian,standard,42,59.904129657599015,29.11948168430182,31.887008630406218,-69.01716155225358
Gaussian,standard,43,61.81713430107097,29.560016390612667,31.517188638067612,-69.33385541676866
Gaussian,standard,44,60.51404952027304,29.502291891580956,31.104033933576112,-69.57171108899519
Gaussian,standard,45,63.14468894041408,30.07738102427529,30.706181218861925,-69.96220931128772
Gaussian,standard,46,61.8767052965091,29.96065816367069,30.327919486843413,-70.19566054966138
Gaussian,standard,47,61.79498628094373,29.9940447429257,29.97800714585482,-70.41998466140474
Gaussian,standard,48,61.76651924894289,30.225508706953825,29.610547221835006,-70.7804839873253
Gaussian,standard,49,61.56452316030517,30.36794365153593,29.23654238220371,-71.07414458779728
Gaussian,standard,50,62.892039925850874,30.557678266559414,28.909047992638005,-71.38228969622756
Gaussian,standard,51,62.82689433573457,30.55804979709713,28.792326714986427,-71.39921004936824
Gaussian,standard,52,63.08262402566193,30.68859370102358,28.703483686422754,-71.43801046698294
Gaussian,standard,53,62.76517272422381,30.50115599473724,28.64920372487334,-71.44793982152135
Gaussian,standard,54,62.4245482588668,30.48359794080105,28.55923739479631,-71.41857261365027
Gaussian,standard,55,62.26893921093563,30.326254400755744,28.503135471392774,-71.41920011183795
Gaussian,standard,56,61.34076620428763,30.266418854598804,28.47734390561233,-71.40237056507783
Gaussian,standard,57,62.959555364935596,30.382292854816406,28.400071412401125,-71.44372678107922
Gaussian,standard,58,62.445048890760184,30.302673117888858,28.326063512231382,-71.43757886471955
Gaussian,standard,59,64.28467525667547,30.502200480312336,28.301056217964348,-71.41322533005034
Gaussian,standard,60,63.084836496416564,30.335199765841978,28.250073820733657,-71.42927188336697
Gaussian,standard,61,63.24853738555518,30.335882240549072,28.228264294012124,-71.39004171717806
Gaussian,standard,62,62.91525946614687,30.27444583619647,28.150359507411945,-71.3743681163739
Gaussian,standard,63,64.47200233186297,30.49645829749534,28.126295865344268,-71.45541372567492
Gaussian,standard,64,63.287500000975626,30.296022098082716,28.09620353084086,-71.37194798364663
Gaussian,standard,65,62.81370788340069,30.225668775456032,28.07663422899173,-71.32651307088945
Gaussian,standard,66,64.19108978134896,30.34447282659428,27.995275373044223,-71.36991604270837
Gaussian,standard,67,62.94927385822891,30.305047964500954,27.967033230130326,-71.33955127686795
Gaussian,standard,68,64.091153693626,30.349475343513976,27.948768337669275,-71.3328401609455
